,Tweet,Treatment
126,"""I'm on Tamoxifen too Eva, following successful treatment for aggressive breast cancer during pregnancy. I was told I could use the copper coil as contraception if desired. Like many other women I had to have my ovaries removed to shut down the oestrogen/progesterone in the body.""",tamoxifen
127,"""I'm on Tamoxifen too Eva, following successful treatment for aggressive breast cancer during pregnancy. I was told I could use the copper coil as contraception if desired. Like many other women I had to have my ovaries removed to shut down the oestrogen/progesterone in the body.""",novartis
128,"""Cycle 5 of chemo starts today with #Docetaxel and them14 days of #Capecitabine. Will feel okay-ish for 2 days until the poison kicks in. 2 photos today, one eu naturel & one snap chat . #livingwithcancer #chemotherapy #cancersucks #breastcancer #secondarybreastcancer #livelifepic.twitter.com/qCH8hHWDQG""",chemotherapy
129,"""100% of my uterine woes were result of tamoxifen, hormone therapy for preventing breast cancer again. Rough luck but here I am. """,tamoxifen
130,"""100% of my uterine woes were result of tamoxifen, hormone therapy for preventing breast cancer again. Rough luck but here I am. """,monotherapy
131,Dr Mark Lipman “Why don’t we put tamoxifen in the drinking water to make it go away?” #UKIBCS #breastcancer,tamoxifen
132,"""Puzzle: What treatment improvements for advanced #breastcancer in 1990-2010 for ER+ could have been equal to those for ER- that caused such similar changes? Anastrozole -the major one- does not improve survival over tamoxifen. Ergo if ER+ falsely appears to improve, so could ER-""",biosimilars
133,"""Puzzle: What treatment improvements for advanced #breastcancer in 1990-2010 for ER+ could have been equal to those for ER- that caused such similar changes? Anastrozole -the major one- does not improve survival over tamoxifen. Ergo if ER+ falsely appears to improve, so could ER-""",anastrozole
134,"""Puzzle: What treatment improvements for advanced #breastcancer in 1990-2010 for ER+ could have been equal to those for ER- that caused such similar changes? Anastrozole -the major one- does not improve survival over tamoxifen. Ergo if ER+ falsely appears to improve, so could ER-""",tamoxifen
135,"""(2/2) No doctor has pronounced me cancer-free, and I am still undergoing treatment (tamoxifen and zoladex) and will be undergoing treatment for 5-10 more years. 25% of breast cancer patients experience a return of the disease and doctors do not pronounce us """"cured"""" at any stage.""",tamoxifen
136,"""(2/2) No doctor has pronounced me cancer-free, and I am still undergoing treatment (tamoxifen and zoladex) and will be undergoing treatment for 5-10 more years. 25% of breast cancer patients experience a return of the disease and doctors do not pronounce us """"cured"""" at any stage.""",zoladex
137,"""Dr. Jordan is known for his work that reinvented tamoxifen as a #breastcancer treatment, which has saved many livespic.twitter.com/n1pltSXRN7""",tamoxifen
138,"""@BBCWomansHour my partner had to stop breast feeding after 3 months as she had to return to taking her breast cancer medication tamoxifen. Even though we knew it was the right thing to do, for months she felt compelled to explain why she wasn’t breast feeding; not everyone agreed""",tamoxifen
139,"""I had breast cancer.  Tumor removed, clear margins.  Dr prescribed radiation, chemo, tamoxifen.  I declined. DR threatened me that there is no guarantee the cancer would get to ALL my vital organs to scare me into taking that poisonous route.  10 years out - no return.""",chemotherapy
140,"""I had breast cancer.  Tumor removed, clear margins.  Dr prescribed radiation, chemo, tamoxifen.  I declined. DR threatened me that there is no guarantee the cancer would get to ALL my vital organs to scare me into taking that poisonous route.  10 years out - no return.""",tamoxifen
141,"""My chemo BFF, who had an insanely horrible experience with side effects while taking an AI, is on Tamoxifen now (like me) & feels like herself again. So relieved for her. That balance of quality of life + recurrence prevention can be so agonizing.. #breastcancer #survivorship""",chemotherapy
142,"""Tell that to my deceased friend who got pregnant during chemo, radiation and tamoxifen for breast cancer who had a 24 week abortion to save her life from the hormones that was making her cancer grow and died anyway.""",chemotherapy
143,"""Tell that to my deceased friend who got pregnant during chemo, radiation and tamoxifen for breast cancer who had a 24 week abortion to save her life from the hormones that was making her cancer grow and died anyway.""",tamoxifen
144,"""But what if supplies of my breast cancer treatment (tamoxifen) run out or become in short supply? Or my bipolar medication becomes to expensive to import? Or I can’t get treatment for my thyroid nodules/tumours? Or, god, I get bounced out of CMHT?""",tamoxifen
145,"""Cant shake this persistant #lowmood and feeling #depressed  Another appointment at the GPs is required. Its all a case of original #breastcancer diagnosis and treatment (inclu Tamoxifen), loss of my dogs and the crap work situation (albeit only 3wks left). Resolution needed """,tamoxifen
146,"""Selective Estrogen Receptor Modulators (SERMs) like Tamoxifen and Raloxifene yield a 50-66% reduction in breast cancer when used as prophylaxis, with the greatest benefit in those with 2 first-degree relatives with breast cancer!! #breastcancer #screening #prevention""",tamoxifen
147,"""Selective Estrogen Receptor Modulators (SERMs) like Tamoxifen and Raloxifene yield a 50-66% reduction in breast cancer when used as prophylaxis, with the greatest benefit in those with 2 first-degree relatives with breast cancer!! #breastcancer #screening #prevention""",raloxifene
148,Dr. Mark Robson @sloan_kettering on optimal adjuvant therapy in young women. Younger patients generally do not derive greater benefit from chemotherapy than older patients - they DO derive greater benefit from addition of chemotherapy to tamoxifen. #LSBC18 #breastcancer #bcsmpic.twitter.com/qIDUwEdnS7,neoadjuvant
149,Dr. Mark Robson @sloan_kettering on optimal adjuvant therapy in young women. Younger patients generally do not derive greater benefit from chemotherapy than older patients - they DO derive greater benefit from addition of chemotherapy to tamoxifen. #LSBC18 #breastcancer #bcsmpic.twitter.com/qIDUwEdnS7,monotherapy
150,Dr. Mark Robson @sloan_kettering on optimal adjuvant therapy in young women. Younger patients generally do not derive greater benefit from chemotherapy than older patients - they DO derive greater benefit from addition of chemotherapy to tamoxifen. #LSBC18 #breastcancer #bcsmpic.twitter.com/qIDUwEdnS7,chemotherapy
151,Dr. Mark Robson @sloan_kettering on optimal adjuvant therapy in young women. Younger patients generally do not derive greater benefit from chemotherapy than older patients - they DO derive greater benefit from addition of chemotherapy to tamoxifen. #LSBC18 #breastcancer #bcsmpic.twitter.com/qIDUwEdnS7,chemotherapy
152,Dr. Mark Robson @sloan_kettering on optimal adjuvant therapy in young women. Younger patients generally do not derive greater benefit from chemotherapy than older patients - they DO derive greater benefit from addition of chemotherapy to tamoxifen. #LSBC18 #breastcancer #bcsmpic.twitter.com/qIDUwEdnS7,tamoxifen
153,"""Yeah, I don't have breast cancer yet.  It's ductal and lobal hyperplasia.  They want me to take Raloxifene for five years as a prohylactic measure. The other suggested pill, Tamoxifen, carried a minimal risk of uterine cancer. Sorry for airing the dirty laundry.  I'm fine.""",raloxifene
154,"""Yeah, I don't have breast cancer yet.  It's ductal and lobal hyperplasia.  They want me to take Raloxifene for five years as a prohylactic measure. The other suggested pill, Tamoxifen, carried a minimal risk of uterine cancer. Sorry for airing the dirty laundry.  I'm fine.""",tamoxifen
155,"""This is very close to my heart because my my mum was treated for breast cancer after a routine mammogram detected a lump. She took tamoxifen, then later developed a rare cancer (uterine carcinosarcoma) which has been linked to tamoxifen use and eventually died from it.""",tamoxifen
156,"""This is very close to my heart because my my mum was treated for breast cancer after a routine mammogram detected a lump. She took tamoxifen, then later developed a rare cancer (uterine carcinosarcoma) which has been linked to tamoxifen use and eventually died from it.""",tamoxifen
157,"""#DYK every year, over 2,600 men will be diagnosed with #breastcancer? Bob DeVito is a male survivor, and one of our amazing #RealMenWearPink. His breast cancer journey continues today as he is taking a 10-year regiment of Tamoxifen. #MenGetBreastCancerToo. David Jay Photographypic.twitter.com/QRE8r99XFz""",tamoxifen
158,"""I experienced breast cancer and menopause t the same time. I refused tamoxifen (to my oncologist's anger) then discovered that my estrogen had stopped itself anyways. So, flatline for 10 years. I hate it.""",tamoxifen
159,Do other #breastcancer women on Tamoxifen find they are losing lots of hair. Seems to be coming out in handfuls. #bccww,tamoxifen
160,"""This morning sees Jo take her last Capecitabine tablets and therefore finally complete Chemotherapy, tomorrow Portacath removal and then on to Radiotherapy #chemotherapy #capecitabine #cancer #breastcancer #tnbc""",capecitabine
161,"""This morning sees Jo take her last Capecitabine tablets and therefore finally complete Chemotherapy, tomorrow Portacath removal and then on to Radiotherapy #chemotherapy #capecitabine #cancer #breastcancer #tnbc""",chemotherapy
162,"""This morning sees Jo take her last Capecitabine tablets and therefore finally complete Chemotherapy, tomorrow Portacath removal and then on to Radiotherapy #chemotherapy #capecitabine #cancer #breastcancer #tnbc""",chemotherapy
163,"""Going to Florida with my daughter as part of a year of gigs, weekends away, nights out celebrating my 50th year on earth! (Also been signed off from the oncologist in Sept after 10 years on Tamoxifen - diagnosed with breast cancer 2 weeks before my 40th)  so double whammy """,tamoxifen
164,"""Thank you for suggestion Helen, my #breastcancer was hormone negative so I’m not on anything like tamoxifen or AIs. Hope you’re okay """,tamoxifen
165,#Lorraine Did you know that for women who take Tamoxifen they shouldn't eat Soya. Bye the way women on my ward who had #breastcancer did not smoke or drink copious amounts of Alcohol weren't Obese. The pill and HRT seemed to be prelelavent though.#drhillary!!,tamoxifen
166,Anyone else refusing tamoxifen?  I'm taking my chances. #tamoxifen #breastcancer #cancer #fuckcancer #BreastCancerAwarenessMonth #BreastCancerAwareness #CancerAwarenessMonth #oncology #breast_cancer,tamoxifen
